Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12
"Non-parametric representation and prediction of single- and multi-shell diffusion-weighted MRI data using Gaussian processes.",/pubmed/26236030,"Andersson JL, Sotiropoulos SN.",Neuroimage. 2015 Nov 15;122:166-76. doi: 10.1016/j.neuroimage.2015.07.067. Epub 2015 Jul 30.,Neuroimage.  2015,PubMed,citation,PMID:26236030 | PMCID:PMC4627362,pubmed,26236030,create date:2015/08/04 | first author:Andersson JL,
"Evolution of Apparent Diffusion Coefficient and Fractional Anisotropy in the Cerebrum of Asphyxiated Newborns Treated with Hypothermia over the First Month of Life.",/pubmed/26229690,"Kwan S, Boudes E, Benseler A, Gilbert G, Saint-Martin C, Shevell M, Wintermark P.",Neural Plast. 2015;2015:653727. doi: 10.1155/2015/653727. Epub 2015 Jul 2.,Neural Plast.  2015,PubMed,citation,PMID:26229690 | PMCID:PMC4503577,pubmed,26229690,create date:2015/08/01 | first author:Kwan S,
"Left hippocampus-amygdala complex macro- and microstructural variation is associated with BDNF plasma levels in healthy elderly individuals.",/pubmed/26221568,"Manna A, Piras F, Caltagirone C, Bossù P, Sensi SL, Spalletta G.",Brain Behav. 2015 Jul;5(7):e00334. doi: 10.1002/brb3.334. Epub 2015 May 26.,Brain Behav.  2015,PubMed,citation,PMID:26221568 | PMCID:PMC4511284,pubmed,26221568,create date:2015/07/30 | first author:Manna A,
"Using the robust principal component analysis algorithm to remove RF spike artifacts from MR images.",/pubmed/26193125,"Campbell-Washburn AE, Atkinson D, Nagy Z, Chan RW, Josephs O, Lythgoe MF, Ordidge RJ, Thomas DL.",Magn Reson Med. 2016 Jun;75(6):2517-25. doi: 10.1002/mrm.25851. Epub 2015 Jul 20.,Magn Reson Med.  2016,PubMed,citation,PMID:26193125 | PMCID:PMC4720596,pubmed,26193125,create date:2015/07/21 | first author:Campbell-Washburn AE,
"Brain Abnormalities in Congenital Fibrosis of the Extraocular Muscles Type 1: A Multimodal MRI Imaging Study.",/pubmed/26186732,"Miao W, Man F, Wu S, Lv B, Wang Z, Xian J, Sabel BA, He H, Jiao Y.",PLoS One. 2015 Jul 17;10(7):e0133473. doi: 10.1371/journal.pone.0133473. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:26186732 | PMCID:PMC4506083,pubmed,26186732,create date:2015/07/18 | first author:Miao W,
"Towards the Personalized Treatment of Glioblastoma: Integrating Patient-Specific Clinical Data in a Continuous Mechanical Model.",/pubmed/26186462,"Colombo MC, Giverso C, Faggiano E, Boffano C, Acerbi F, Ciarletta P.",PLoS One. 2015 Jul 17;10(7):e0132887. doi: 10.1371/journal.pone.0132887. eCollection 2015. Erratum in: PLoS One. 2015;10(11):e0143032. ,PLoS One.  2015,PubMed,citation,PMID:26186462 | PMCID:PMC4505854,pubmed,26186462,create date:2015/07/18 | first author:Colombo MC,
"Dimensionless, Scale Invariant, Edge Weight Metric for the Study of Complex Structural Networks.",/pubmed/26173147,"Colon-Perez LM, Spindler C, Goicochea S, Triplett W, Parekh M, Montie E, Carney PR, Price C, Mareci TH.",PLoS One. 2015 Jul 14;10(7):e0131493. doi: 10.1371/journal.pone.0131493. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:26173147 | PMCID:PMC4501757,pubmed,26173147,create date:2015/07/15 | first author:Colon-Perez LM,
"Disruption of White Matter Integrity in Adult Survivors of Childhood Brain Tumors: Correlates with Long-Term Intellectual Outcomes.",/pubmed/26147736,"King TZ, Wang L, Mao H.",PLoS One. 2015 Jul 6;10(7):e0131744. doi: 10.1371/journal.pone.0131744. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:26147736 | PMCID:PMC4492692,pubmed,26147736,create date:2015/07/07 | first author:King TZ,
"Brain magnetic resonance imaging and proton MR spectroscopic findings after metabolic crisis in 3-methylcrotonylglycinuria.",/pubmed/26142941,"Alshumrani GA, Patay Z.",Ann Saudi Med. 2015 Jan-Feb;35(1):64-8. doi: 10.5144/0256-4947.2015.64.,Ann Saudi Med.  2015,PubMed,citation,PMID:26142941 | PMCID:PMC6152556,pubmed,26142941,create date:2015/07/06 | first author:Alshumrani GA,
"Multimodal MRI can identify perfusion and metabolic changes in the invasive margin of glioblastomas.",/pubmed/26140696,"Price SJ, Young AM, Scotton WJ, Ching J, Mohsen LA, Boonzaier NR, Lupson VC, Griffiths JR, McLean MA, Larkin TJ.",J Magn Reson Imaging. 2016 Feb;43(2):487-94. doi: 10.1002/jmri.24996. Epub 2015 Jul 3.,J Magn Reson Imaging.  2016,PubMed,citation,PMID:26140696 | PMCID:PMC5008200,pubmed,26140696,create date:2015/07/04 | first author:Price SJ,
"Magnetic Resonance Imaging Measures of Brain Structure to Predict Antidepressant Treatment Outcome in Major Depressive Disorder.",/pubmed/26137532,"Korgaonkar MS, Rekshan W, Gordon E, Rush AJ, Williams LM, Blasey C, Grieve SM.",EBioMedicine. 2014 Dec 3;2(1):37-45. doi: 10.1016/j.ebiom.2014.12.002. eCollection 2015 Jan.,EBioMedicine.  2015,PubMed,citation,PMID:26137532 | PMCID:PMC4484820,pubmed,26137532,create date:2015/07/03 | first author:Korgaonkar MS,
"Graph Theoretical Analysis Reveals: Women's Brains Are Better Connected than Men's.",/pubmed/26132764,"Szalkai B, Varga B, Grolmusz V.",PLoS One. 2015 Jul 1;10(7):e0130045. doi: 10.1371/journal.pone.0130045. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:26132764 | PMCID:PMC4488527,pubmed,26132764,create date:2015/07/02 | first author:Szalkai B,
"White Matter Changes of Neurite Density and Fiber Orientation Dispersion during Human Brain Maturation.",/pubmed/26115451,"Chang YS, Owen JP, Pojman NJ, Thieu T, Bukshpun P, Wakahiro ML, Berman JI, Roberts TP, Nagarajan SS, Sherr EH, Mukherjee P.",PLoS One. 2015 Jun 26;10(6):e0123656. doi: 10.1371/journal.pone.0123656. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:26115451 | PMCID:PMC4482659,pubmed,26115451,create date:2015/06/27 | first author:Chang YS,
"Obsessive-compulsive disorder is a heterogeneous disorder: evidence from diffusion tensor imaging and magnetization transfer imaging.",/pubmed/26109055,"Glahn A, Prell T, Grosskreutz J, Peschel T, Müller-Vahl KR.",BMC Psychiatry. 2015 Jun 25;15:135. doi: 10.1186/s12888-015-0535-5.,BMC Psychiatry.  2015,PubMed,citation,PMID:26109055 | PMCID:PMC4479088,pubmed,26109055,create date:2015/06/26 | first author:Glahn A,
"Abnormal structural connectivity in the brain networks of children with hydrocephalus.",/pubmed/26106573,"Yuan W, Holland SK, Shimony JS, Altaye M, Mangano FT, Limbrick DD, Jones BV, Nash T, Rajagopal A, Simpson S, Ragan D, McKinstry RC.",Neuroimage Clin. 2015 Apr 29;8:483-92. doi: 10.1016/j.nicl.2015.04.015. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:26106573 | PMCID:PMC4474092,pubmed,26106573,create date:2015/06/25 | first author:Yuan W,
"Contrasting brain patterns of writing-related DTI parameters, fMRI connectivity, and DTI-fMRI connectivity correlations in children with and without dysgraphia or dyslexia.",/pubmed/26106566,"Richards TL, Grabowski TJ, Boord P, Yagle K, Askren M, Mestre Z, Robinson P, Welker O, Gulliford D, Nagy W, Berninger V.",Neuroimage Clin. 2015 Mar 28;8:408-21. doi: 10.1016/j.nicl.2015.03.018. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:26106566 | PMCID:PMC4473717,pubmed,26106566,create date:2015/06/25 | first author:Richards TL,
"A multimodal MRI approach to identify and characterize microstructural brain changes in neuropsychiatric systemic lupus erythematosus.",/pubmed/26106559,"Ercan E, Ingo C, Tritanon O, Magro-Checa C, Smith A, Smith S, Huizinga T, van Buchem MA, Ronen I.",Neuroimage Clin. 2015 May 16;8:337-44. doi: 10.1016/j.nicl.2015.05.002. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:26106559 | PMCID:PMC4474280,pubmed,26106559,create date:2015/06/25 | first author:Ercan E,
"Structural connectivity changes in temporal lobe epilepsy: Spatial features contribute more than topological measures.",/pubmed/26106557,"Taylor PN, Han CE, Schoene-Bake JC, Weber B, Kaiser M.",Neuroimage Clin. 2015 Feb 20;8:322-8. doi: 10.1016/j.nicl.2015.02.004. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:26106557 | PMCID:PMC4473265,pubmed,26106557,create date:2015/06/25 | first author:Taylor PN,
"Injury to white matter tracts in relapsing-remitting multiple sclerosis: A possible therapeutic window within the first 5 years from onset using diffusion-tensor imaging tract-based spatial statistics.",/pubmed/26106550,"Asaf A, Evan S, Anat A.",Neuroimage Clin. 2015 Apr 30;8:261-6. doi: 10.1016/j.nicl.2015.04.020. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:26106550 | PMCID:PMC4474176,pubmed,26106550,create date:2015/06/25 | first author:Asaf A,
"Increased cortico-striatal connectivity during motor practice contributes to the consolidation of motor memory in writer's cramp patients.",/pubmed/26106542,"Gallea C, Balas M, Bertasi E, Valabregue R, García-Lorenzo D, Coynel D, Bonnet C, Grabli D, Pélégrini-Issac M, Doyon J, Benali H, Roze E, Vidailhet M, Lehericy S.",Neuroimage Clin. 2015 Apr 22;8:180-92. doi: 10.1016/j.nicl.2015.04.013. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:26106542 | PMCID:PMC4473821,pubmed,26106542,create date:2015/06/25 | first author:Gallea C,
"The nature of white matter abnormalities in blast-related mild traumatic brain injury.",/pubmed/26106539,"Hayes JP, Miller DR, Lafleche G, Salat DH, Verfaellie M.",Neuroimage Clin. 2015 Apr 9;8:148-56. doi: 10.1016/j.nicl.2015.04.001. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:26106539 | PMCID:PMC4473287,pubmed,26106539,create date:2015/06/25 | first author:Hayes JP,
"Validity of semi-quantitative scale for brain MRI in unilateral cerebral palsy due to periventricular white matter lesions: Relationship with hand sensorimotor function and structural connectivity.",/pubmed/26106533,"Fiori S, Guzzetta A, Pannek K, Ware RS, Rossi G, Klingels K, Feys H, Coulthard A, Cioni G, Rose S, Boyd RN.",Neuroimage Clin. 2015 Apr 9;8:104-9. doi: 10.1016/j.nicl.2015.04.005. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:26106533 | PMCID:PMC4473818,pubmed,26106533,create date:2015/06/25 | first author:Fiori S,
"Tract shape modeling detects changes associated with preterm birth and neuroprotective treatment effects.",/pubmed/26106527,"Anblagan D, Bastin ME, Sparrow S, Piyasena C, Pataky R, Moore EJ, Serag A, Wilkinson AG, Clayden JD, Semple SI, Boardman JP.",Neuroimage Clin. 2015 Mar 28;8:51-8. doi: 10.1016/j.nicl.2015.03.021. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:26106527 | PMCID:PMC4473726,pubmed,26106527,create date:2015/06/25 | first author:Anblagan D,
"Thalamic-hippocampal-prefrontal disruption in relapsing-remitting multiple sclerosis.",/pubmed/26106524,"Kern KC, Gold SM, Lee B, Montag M, Horsfall J, O'Connor MF, Sicotte NL.",Neuroimage Clin. 2014 Dec 27;8:440-7. doi: 10.1016/j.nicl.2014.12.015. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:26106524 | PMCID:PMC4473119,pubmed,26106524,create date:2015/06/25 | first author:Kern KC,
"Assessment of immune functions and MRI disease activity in relapsing-remitting multiple sclerosis patients switching from natalizumab to fingolimod (ToFingo-Successor).",/pubmed/26099927,"Klotz L, Grützke B, Eveslage M, Deppe M, Gross CC, Kirstein L, Posevitz-Fejfar A, Schneider-Hohendorf T, Schwab N, Meuth SG, Wiendl H.",BMC Neurol. 2015 Jun 23;15:96. doi: 10.1186/s12883-015-0354-9.,BMC Neurol.  2015,PubMed,citation,PMID:26099927 | PMCID:PMC4477482,pubmed,26099927,create date:2015/06/24 | first author:Klotz L,
"Reconstruction of the arcuate fasciculus for surgical planning in the setting of peritumoral edema using two-tensor unscented Kalman filter tractography.",/pubmed/26082890,"Chen Z, Tie Y, Olubiyi O, Rigolo L, Mehrtash A, Norton I, Pasternak O, Rathi Y, Golby AJ, O'Donnell LJ.",Neuroimage Clin. 2015 Mar 20;7:815-22. doi: 10.1016/j.nicl.2015.03.009. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:26082890 | PMCID:PMC4459040,pubmed,26082890,create date:2015/06/18 | first author:Chen Z,
"Evaluation of Cranial and Cervical Arteries and Brain Tissue in Transient Ischemic Attack Patients with Magnetic Resonance Angiography and Diffusion-Weighted Imaging.",/pubmed/26073092,"Li JL, Li CS, Fu JH, Zhang K, Xu R, Xu WJ.",Med Sci Monit. 2015 Jun 15;21:1726-31.,Med Sci Monit.  2015,PubMed,citation,PMID:26073092 | PMCID:PMC4473803,pubmed,26073092,create date:2015/06/16 | first author:Li JL,
"Intensity-Corrected Dual-Echo Echo-Planar Imaging (DE-EPI) for Improved Pediatric Brain Diffusion Imaging.",/pubmed/26069959,"Yeom KW, Straka M, Iv M, Moseley ME, Barnes PD, Skare S, Holdsworth SJ.",PLoS One. 2015 Jun 12;10(6):e0129325. doi: 10.1371/journal.pone.0129325. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:26069959 | PMCID:PMC4466387,pubmed,26069959,create date:2015/06/13 | first author:Yeom KW,
"Computational Study of Subdural Cortical Stimulation: Effects of Simulating Anisotropic Conductivity on Activation of Cortical Neurons.",/pubmed/26057524,"Seo H, Kim D, Jun SC.",PLoS One. 2015 Jun 9;10(6):e0128590. doi: 10.1371/journal.pone.0128590. eCollection 2015. Erratum in: PLoS One. 2015;10(7):e0134422. ,PLoS One.  2015,PubMed,citation,PMID:26057524 | PMCID:PMC4461292,pubmed,26057524,create date:2015/06/10 | first author:Seo H,
"Distinct inter-hemispheric dysconnectivity in schizophrenia patients with and without auditory verbal hallucinations.",/pubmed/26053998,"Chang X, Xi YB, Cui LB, Wang HN, Sun JB, Zhu YQ, Huang P, Collin G, Liu K, Xi M, Qi S, Tan QR, Miao DM, Yin H.",Sci Rep. 2015 Jun 8;5:11218. doi: 10.1038/srep11218.,Sci Rep.  2015,PubMed,citation,PMID:26053998 | PMCID:PMC4459220,pubmed,26053998,create date:2015/06/09 | first author:Chang X,
"A novel brain partition highlights the modular skeleton shared by structure and function.",/pubmed/26037235,"Diez I, Bonifazi P, Escudero I, Mateos B, Muñoz MA, Stramaglia S, Cortes JM.",Sci Rep. 2015 Jun 3;5:10532. doi: 10.1038/srep10532.,Sci Rep.  2015,PubMed,citation,PMID:26037235 | PMCID:PMC4453230,pubmed,26037235,create date:2015/06/04 | first author:Diez I,
"Progression of MRI markers in cerebral small vessel disease: Sample size considerations for clinical trials.",/pubmed/26036939,"Benjamin P, Zeestraten E, Lambert C, Ster IC, Williams OA, Lawrence AJ, Patel B, MacKinnon AD, Barrick TR, Markus HS.",J Cereb Blood Flow Metab. 2016 Jan;36(1):228-40.,J Cereb Blood Flow Metab.  2016,PubMed,citation,PMID:26036939 | PMCID:PMC4758545,pubmed,26036939,create date:2015/06/04 | first author:Benjamin P,
"Widespread changes in white matter microstructure after a day of waking and sleep deprivation.",/pubmed/26020651,"Elvsåshagen T, Norbom LB, Pedersen PØ, Quraishi SH, Bjørnerud A, Malt UF, Groote IR, Westlye LT.",PLoS One. 2015 May 28;10(5):e0127351. doi: 10.1371/journal.pone.0127351. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:26020651 | PMCID:PMC4447359,pubmed,26020651,create date:2015/05/29 | first author:Elvsåshagen T,
"Thalamo-Cortical Disruption Contributes to Short-Term Memory Deficits in Patients with Medial Temporal Lobe Damage.",/pubmed/26009613,"Voets NL, Menke RA, Jbabdi S, Husain M, Stacey R, Carpenter K, Adcock JE.",Cereb Cortex. 2015 Nov;25(11):4584-95. doi: 10.1093/cercor/bhv109. Epub 2015 May 24.,Cereb Cortex.  2015,PubMed,citation,PMID:26009613 | PMCID:PMC4816801,pubmed,26009613,create date:2015/05/27 | first author:Voets NL,
"Altered white matter integrity in individuals with cognitive vulnerability to depression: a tract-based spatial statistics study.",/pubmed/25984712,"Xiao J, He Y, McWhinnie CM, Yao S.",Sci Rep. 2015 May 18;5:9738. doi: 10.1038/srep09738.,Sci Rep.  2015,PubMed,citation,PMID:25984712 | PMCID:PMC4434894,pubmed,25984712,create date:2015/05/20 | first author:Xiao J,
"Graph theoretic analysis of structural connectivity across the spectrum of Alzheimer's disease: The importance of graph creation methods.",/pubmed/25984446,"Phillips DJ, McGlaughlin A, Ruth D, Jager LR, Soldan A; Alzheimer's Disease Neuroimaging Initiative..",Neuroimage Clin. 2015 Jan 13;7:377-90. doi: 10.1016/j.nicl.2015.01.007. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25984446 | PMCID:PMC4429220,pubmed,25984446,create date:2015/05/20 | first author:Phillips DJ,
"Altered activation of innate immunity associates with white matter volume and diffusion in first-episode psychosis.",/pubmed/25970596,"Mäntylä T, Mantere O, Raij TT, Kieseppä T, Laitinen H, Leiviskä J, Torniainen M, Tuominen L, Vaarala O, Suvisaari J.",PLoS One. 2015 May 13;10(5):e0125112. doi: 10.1371/journal.pone.0125112. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25970596 | PMCID:PMC4430522,pubmed,25970596,create date:2015/05/15 | first author:Mäntylä T,
"Combining diffusion tensor imaging and gray matter volumetry to investigate motor functioning in chronic stroke.",/pubmed/25965398,"Yang M, Yang YR, Li HJ, Lu XS, Shi YM, Liu B, Chen HJ, Teng GJ, Chen R, Herskovits EH.",PLoS One. 2015 May 12;10(5):e0125038. doi: 10.1371/journal.pone.0125038. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25965398 | PMCID:PMC4428789,pubmed,25965398,create date:2015/05/13 | first author:Yang M,
"Individual variability in the anatomical distribution of nodes participating in rich club structural networks.",/pubmed/25954161,"Kocher M, Gleichgerrcht E, Nesland T, Rorden C, Fridriksson J, Spampinato MV, Bonilha L.",Front Neural Circuits. 2015 Apr 21;9:16. doi: 10.3389/fncir.2015.00016. eCollection 2015.,Front Neural Circuits.  2015,PubMed,citation,PMID:25954161 | PMCID:PMC4405623,pubmed,25954161,create date:2015/05/09 | first author:Kocher M,
"Diffusion Tensor Imaging Parameters in Mild Traumatic Brain Injury and Its Correlation with Early Neuropsychological Impairment: A Longitudinal Study.",/pubmed/25952562,"Veeramuthu V, Narayanan V, Kuo TL, Delano-Wood L, Chinna K, Bondi MW, Waran V, Ganesan D, Ramli N.",J Neurotrauma. 2015 Oct 1;32(19):1497-509. doi: 10.1089/neu.2014.3750. Epub 2015 Jun 11.,J Neurotrauma.  2015,PubMed,citation,PMID:25952562 | PMCID:PMC4589266,pubmed,25952562,create date:2015/05/09 | first author:Veeramuthu V,
"Interhemispheric Functional and Structural Disconnection in Alzheimer's Disease: A Combined Resting-State fMRI and DTI Study.",/pubmed/25938561,"Wang Z, Wang J, Zhang H, Mchugh R, Sun X, Li K, Yang QX.",PLoS One. 2015 May 4;10(5):e0126310. doi: 10.1371/journal.pone.0126310. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25938561 | PMCID:PMC4418835,pubmed,25938561,create date:2015/05/06 | first author:Wang Z,
"MRI assessment of the effects of acetazolamide and external lumbar drainage in idiopathic normal pressure hydrocephalus.",/pubmed/25928394,"Ivkovic M, Reiss-Zimmermann M, Katzen H, Preuss M, Kovanlikaya I, Heier L, Alperin N, Hoffmann KT, Relkin N.",Fluids Barriers CNS. 2015 Apr 2;12:9. doi: 10.1186/s12987-015-0004-z.,Fluids Barriers CNS.  2015,PubMed,citation,PMID:25928394 | PMCID:PMC4432506,pubmed,25928394,create date:2015/05/01 | first author:Ivkovic M,
"Design and methods of the NiCK study: neurocognitive assessment and magnetic resonance imaging analysis of children and young adults with chronic kidney disease.",/pubmed/25924831,"Hartung EA, Laney N, Kim JY, Ruebner RL, Detre JA, Liu HS, Davatzikos C, Erus G, Doshi JJ, Schultz RT, Herrington JD, Jawad AF, Moodalbail DG, Gur RC, Port AM, Radcliffe J, Hooper SR, Furth SL.",BMC Nephrol. 2015 Apr 30;16:66. doi: 10.1186/s12882-015-0061-1.,BMC Nephrol.  2015,PubMed,citation,PMID:25924831 | PMCID:PMC4419485,pubmed,25924831,create date:2015/05/01 | first author:Hartung EA,
"Therapeutic hypothermia modifies perinatal asphyxia-induced changes of the corpus callosum and outcome in neonates.",/pubmed/25923113,"Alderliesten T, de Vries LS, Khalil Y, van Haastert IC, Benders MJ, Koopman-Esseboom C, Groenendaal F.",PLoS One. 2015 Apr 29;10(4):e0123230. doi: 10.1371/journal.pone.0123230. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25923113 | PMCID:PMC4414268,pubmed,25923113,create date:2015/04/30 | first author:Alderliesten T,
"The effects of acupuncture treatment on the right frontoparietal network in migraine without aura patients.",/pubmed/25916336,"Li K, Zhang Y, Ning Y, Zhang H, Liu H, Fu C, Ren Y, Zou Y.",J Headache Pain. 2015;16:518. doi: 10.1186/s10194-015-0518-4. Epub 2015 Apr 18.,J Headache Pain.  2015,PubMed,citation,PMID:25916336 | PMCID:PMC4411327,pubmed,25916336,create date:2015/04/29 | first author:Li K,
"Structural brain correlates associated with professional handball playing.",/pubmed/25915906,"Hänggi J, Langer N, Lutz K, Birrer K, Mérillat S, Jäncke L.",PLoS One. 2015 Apr 27;10(4):e0124222. doi: 10.1371/journal.pone.0124222. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25915906 | PMCID:PMC4411074,pubmed,25915906,create date:2015/04/29 | first author:Hänggi J,
"Neuropsychological outcome and diffusion tensor imaging in complicated versus uncomplicated mild traumatic brain injury.",/pubmed/25915776,"Panenka WJ, Lange RT, Bouix S, Shewchuk JR, Heran MK, Brubacher JR, Eckbo R, Shenton ME, Iverson GL.",PLoS One. 2015 Apr 27;10(4):e0122746. doi: 10.1371/journal.pone.0122746. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25915776 | PMCID:PMC4411162,pubmed,25915776,create date:2015/04/29 | first author:Panenka WJ,
"MIDA: A Multimodal Imaging-Based Detailed Anatomical Model of the Human Head and Neck.",/pubmed/25901747,"Iacono MI, Neufeld E, Akinnagbe E, Bower K, Wolf J, Vogiatzis Oikonomidis I, Sharma D, Lloyd B, Wilm BJ, Wyss M, Pruessmann KP, Jakab A, Makris N, Cohen ED, Kuster N, Kainz W, Angelone LM.",PLoS One. 2015 Apr 22;10(4):e0124126. doi: 10.1371/journal.pone.0124126. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25901747 | PMCID:PMC4406723,pubmed,25901747,create date:2015/04/23 | first author:Iacono MI,
"White Matter Connectivity of the Thalamus Delineates the Functional Architecture of Competing Thalamocortical Systems.",/pubmed/25899706,"O'Muircheartaigh J, Keller SS, Barker GJ, Richardson MP.",Cereb Cortex. 2015 Nov;25(11):4477-89. doi: 10.1093/cercor/bhv063. Epub 2015 Apr 21.,Cereb Cortex.  2015,PubMed,citation,PMID:25899706 | PMCID:PMC4816794,pubmed,25899706,create date:2015/04/23 | first author:O'Muircheartaigh J,
"Evaluating the accuracy of diffusion MRI models in white matter.",/pubmed/25879933,"Rokem A, Yeatman JD, Pestilli F, Kay KN, Mezer A, van der Walt S, Wandell BA.",PLoS One. 2015 Apr 16;10(4):e0123272. doi: 10.1371/journal.pone.0123272. eCollection 2015. Erratum in: PLoS One. 2015;10(9):e0139150. ,PLoS One.  2015,PubMed,citation,PMID:25879933 | PMCID:PMC4400066,pubmed,25879933,create date:2015/04/17 | first author:Rokem A,
"Adaptation of brain functional and structural networks in aging.",/pubmed/25875816,"Lee A, Ratnarajah N, Tuan TA, Chen SH, Qiu A.",PLoS One. 2015 Apr 15;10(4):e0123462. doi: 10.1371/journal.pone.0123462. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25875816 | PMCID:PMC4398538,pubmed,25875816,create date:2015/04/16 | first author:Lee A,
"Structural connectivity of the developing human amygdala.",/pubmed/25875758,"Saygin ZM, Osher DE, Koldewyn K, Martin RE, Finn A, Saxe R, Gabrieli JD, Sheridan M.",PLoS One. 2015 Apr 15;10(4):e0125170. doi: 10.1371/journal.pone.0125170. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25875758 | PMCID:PMC4398350,pubmed,25875758,create date:2015/04/16 | first author:Saygin ZM,
"The microstructural status of the corpus callosum is associated with the degree of motor function and neurological deficit in stroke patients.",/pubmed/25875333,"Li Y, Wu P, Liang F, Huang W.",PLoS One. 2015 Apr 15;10(4):e0122615. doi: 10.1371/journal.pone.0122615. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25875333 | PMCID:PMC4398463,pubmed,25875333,create date:2015/04/16 | first author:Li Y,
"Oculomotor neurocircuitry, a structural connectivity study of infantile nystagmus syndrome.",/pubmed/25860806,"Kashou NH, Zampini AR.",PLoS One. 2015 Apr 10;10(4):e0125380. doi: 10.1371/journal.pone.0125380. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:25860806 | PMCID:PMC4393090,pubmed,25860806,create date:2015/04/11 | first author:Kashou NH,
"Conventional 3T brain MRI and diffusion tensor imaging in the diagnostic workup of early stage parkinsonism.",/pubmed/25845807,"Meijer FJ, van Rumund A, Tuladhar AM, Aerts MB, Titulaer I, Esselink RA, Bloem BR, Verbeek MM, Goraj B.",Neuroradiology. 2015 Jul;57(7):655-69. doi: 10.1007/s00234-015-1515-7. Epub 2015 Apr 7.,Neuroradiology.  2015,PubMed,citation,PMID:25845807 | PMCID:PMC4495265,pubmed,25845807,create date:2015/04/08 | first author:Meijer FJ,
"Comparing a diffusion tensor and non-tensor approach to white matter fiber tractography in chronic stroke.",/pubmed/25844329,"Auriat AM, Borich MR, Snow NJ, Wadden KP, Boyd LA.",Neuroimage Clin. 2015 Mar 14;7:771-81. doi: 10.1016/j.nicl.2015.03.007. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25844329 | PMCID:PMC4375634,pubmed,25844329,create date:2015/04/07 | first author:Auriat AM,
"Diffuse alterations in grey and white matter associated with cognitive impairment in Shwachman-Diamond syndrome: evidence from a multimodal approach.",/pubmed/25844324,"Perobelli S, Alessandrini F, Zoccatelli G, Nicolis E, Beltramello A, Assael BM, Cipolli M.",Neuroimage Clin. 2015 Feb 27;7:721-31. doi: 10.1016/j.nicl.2015.02.014. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25844324 | PMCID:PMC4375735,pubmed,25844324,create date:2015/04/07 | first author:Perobelli S,
"Fibromyalgia is characterized by altered frontal and cerebellar structural covariance brain networks.",/pubmed/25844321,"Kim H, Kim J, Loggia ML, Cahalan C, Garcia RG, Vangel MG, Wasan AD, Edwards RR, Napadow V.",Neuroimage Clin. 2015 Mar 4;7:667-77. doi: 10.1016/j.nicl.2015.02.022. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25844321 | PMCID:PMC4379388,pubmed,25844321,create date:2015/04/07 | first author:Kim H,
"Multivariate pattern analysis reveals anatomical connectivity differences between the left and right mesial temporal lobe epilepsy.",/pubmed/25844312,"Fang P, An J, Zeng LL, Shen H, Chen F, Wang W, Qiu S, Hu D.",Neuroimage Clin. 2015 Jan 7;7:555-61. doi: 10.1016/j.nicl.2014.12.018. eCollection 2015.,Neuroimage Clin.  2015,PubMed,citation,PMID:25844312 | PMCID:PMC4375640,pubmed,25844312,create date:2015/04/07 | first author:Fang P,
